,datum,average_landpm10,average_landpm2_5,average_stadtpm10,average_stadtpm2_5
40,2022-06-27,2.895,1.7499999999999998,12.813333333333334,10.183333333333332
41,2022-06-29,7.841999999999999,5.6240000000000006,3.876666666666667,2.438888888888889
42,2022-07-01,6.579999999999999,4.705,4.303333333333334,2.1716666666666664
43,2022-07-03,1.875,1.1525,5.691333333333333,2.289333333333333
44,2022-07-05,3.026,1.1260000000000001,5.079166666666667,1.9049999999999998
45,2022-07-07,3.4200000000000004,2.1,7.256666666666668,3.464
46,2022-07-09,3.654,1.4760000000000002,3.6125000000000003,1.885
47,2022-07-11,4.216666666666667,0.8099999999999999,3.723333333333334,1.7666666666666666
48,2022-07-13,1.95,0.5625,4.498333333333333,2.2266666666666666
49,2022-07-15,1.8849999999999998,0.6000000000000001,4.273333333333333,1.5340000000000003
50,2022-07-17,1.6600000000000001,0.825,6.345000000000001,2.7833333333333337
51,2022-07-19,3.9124999999999996,2.0949999999999998,6.229333333333334,3.711333333333333
52,2022-07-21,5.615,3.8499999999999996,13.8375,11.985
53,2022-07-23,7.114,5.63,13.382666666666665,9.784666666666666
54,2022-07-25,7.08,4.3420000000000005,6.346666666666668,5.102222222222223
55,2022-07-27,3.0875,1.5074999999999998,6.9425,2.5237499999999997
56,2022-07-29,6.295,2.225,5.5875,2.32875
57,2022-08-01,2.1020000000000003,1.286,16.04,4.953333333333334
58,2022-08-03,2.7399999999999998,1.4,5.65625,2.18875
59,2022-08-05,5.550000000000001,2.44,6.305,3.7466666666666666
60,2022-08-07,2.3116666666666665,1.3199999999999998,4.82,2.265
61,2022-08-09,2.825,1.75,3.1825,1.8824999999999998
62,2022-08-11,3.6725,1.9550000000000003,6.040833333333333,2.856666666666667
63,2022-08-13,6.416666666666667,3.75,5.21,2.99
64,2022-08-15,7.353333333333334,5.010000000000001,8.327000000000002,6.1450000000000005
65,2022-08-17,3.2566666666666664,2.4366666666666665,11.76,10.466666666666667
66,2022-08-19,15.260000000000002,11.126,16.077,13.404999999999998
67,2022-08-21,3.5949999999999998,1.6199999999999999,5.82,2.32875
68,2022-08-23,8.27,5.18,6.268000000000002,2.414
69,2022-08-25,11.5125,4.9325,6.205,3.52125
70,2022-08-27,10.99,7.819999999999999,9.358333333333334,5.79
71,2022-08-29,5.59,3.6,10.791666666666666,4.928333333333333
72,2022-09-01,3.2199999999999998,2.4375,2.5940000000000003,1.611
73,2022-09-03,4.5875,3.0625,5.398888888888888,2.302222222222222
74,2022-09-05,5.2299999999999995,3.5925000000000002,5.9275,3.42
75,2022-09-07,3.876,2.314,11.595,7.2625
76,2022-09-09,3.6159999999999997,1.132,9.76,4.205
77,2022-09-11,12.707500000000001,7.6975,12.478333333333333,8.378333333333332
78,2022-09-13,4.015,2.275,6.642999999999999,3.554
79,2022-09-15,5.49,1.8825,5.3116666666666665,2.2183333333333333
80,2022-09-17,5.286666666666666,1.61,5.621999999999999,1.75
81,2022-09-19,3.856666666666666,1.8566666666666665,4.734999999999999,1.609
82,2022-09-21,2.76,1.225,4.86375,1.795
83,2022-09-23,3.3075,1.7325,7.383333333333333,2.721666666666667
84,2022-09-25,6.7459999999999996,4.436,9.767,6.544
85,2022-09-27,1.7900000000000003,0.8266666666666668,2.62,1.6450000000000002
86,2022-09-29,4.326666666666667,2.86,9.403333333333334,4.683333333333334
87,2022-10-01,1.64,0.94,10.245,4.746666666666667
88,2022-10-03,7.1225,2.225,5.24,2.4850000000000003
89,2022-10-05,3.8699999999999997,2.0,5.3462499999999995,2.5875000000000004
90,2022-10-07,4.815,2.435,9.09375,3.6775
91,2022-10-09,2.825,1.315,7.093333333333334,2.4541666666666666
92,2022-10-11,6.876666666666668,3.6333333333333333,10.70875,4.757499999999999
93,2022-10-13,12.899999999999999,8.075,22.793333333333333,12.161666666666669
94,2022-10-15,2.9200000000000004,2.1550000000000002,1.4675,0.8374999999999999
95,2022-10-17,2.7800000000000002,1.865,6.404999999999999,3.4629999999999996
96,2022-10-19,5.533333333333334,4.05,6.956999999999999,3.6090000000000004
97,2022-10-21,5.566666666666666,3.6766666666666663,12.259,8.066999999999998
98,2022-10-23,2.49,1.525,9.445,2.9
99,2022-10-25,4.674,1.49,8.21,2.6425
100,2022-10-27,9.075,2.5324999999999998,8.756,4.261
101,2022-10-29,8.0675,2.735,11.969999999999999,4.305
102,2022-11-01,5.295,3.33,11.827,5.938999999999999
103,2022-11-03,11.033333333333333,6.023333333333333,8.291999999999998,3.3939999999999997
104,2022-11-05,4.156666666666667,2.0233333333333334,4.634166666666667,2.0341666666666667
105,2022-11-07,6.0625,3.2125,5.9159999999999995,2.2779999999999996
106,2022-11-09,2.9975,1.6700000000000002,4.0925,1.48
107,2022-11-11,8.2325,5.242500000000001,13.666249999999998,7.9312499999999995
108,2022-11-13,11.195,8.0925,8.433333333333332,6.621666666666667
109,2022-11-15,13.495,10.4625,17.11125,12.06
110,2022-11-17,5.725,2.875,8.743333333333334,4.9193333333333324
111,2022-11-19,8.575,4.8825,5.45625,3.73625
112,2022-11-21,5.273333333333333,3.5933333333333333,17.698333333333334,8.139999999999999
113,2022-11-23,25.775,19.425,7.276666666666666,2.6833333333333336
114,2022-11-25,20.384999999999998,12.825000000000001,23.6075,11.50875
115,2022-11-27,11.393333333333333,7.843333333333334,15.149999999999999,9.0
116,2022-11-29,9.086666666666666,6.536666666666666,38.379999999999995,22.2525
117,2022-12-01,17.933333333333334,14.316666666666668,49.366,23.620000000000005
118,2022-12-03,24.8625,16.53,33.443333333333335,16.422666666666665
119,2022-12-05,12.506666666666666,7.873333333333334,32.616,17.416
120,2022-12-07,7.2925,4.285,9.004999999999999,4.3475
121,2022-12-09,23.224999999999998,14.3,26.595,14.163
122,2022-12-11,25.642000000000003,13.616,24.452,13.423000000000002
123,2022-12-13,14.245999999999999,7.522,21.99375,12.817499999999999
124,2022-12-15,30.444999999999997,20.15,42.6775,28.225
125,2022-12-17,16.675,14.915,45.457499999999996,22.67625
126,2022-12-19,41.653333333333336,21.450000000000003,27.270833333333336,15.57
127,2022-12-21,22.4725,13.394999999999998,21.955,12.103750000000002
128,2022-12-23,4.55,3.375,10.671249999999999,7.335
129,2022-12-25,7.6659999999999995,3.2939999999999996,22.04866666666667,11.190666666666667
130,2022-12-27,6.213333333333334,2.2466666666666666,3.2175000000000002,1.3675
131,2022-12-29,2.973333333333334,1.5166666666666666,3.7433333333333336,1.0833333333333333
132,2023-01-01,7.115,3.1825,8.545,4.013333333333334
133,2023-01-03,3.41,1.4775,5.205,1.8275000000000001
134,2023-01-05,4.946,1.52,10.67625,2.61375
135,2023-01-07,4.3525,3.2449999999999997,2.466666666666667,1.7833333333333334
136,2023-01-09,6.015,4.565,7.463333333333333,3.3349999999999995
137,2023-01-11,2.6666666666666665,1.4333333333333333,16.845,4.4725
138,2023-01-13,1.7100000000000002,0.79,7.795,2.1719999999999997
139,2023-01-15,1.7333333333333332,0.85,3.34,1.2262499999999998
140,2023-01-17,2.68,1.3500000000000003,6.4799999999999995,2.95
141,2023-01-19,12.732499999999998,8.395,16.05625,9.9925
142,2023-01-21,14.195,8.3,18.776666666666664,14.748333333333331
143,2023-01-23,35.28333333333333,15.483333333333333,28.32875,14.9925
144,2023-01-25,19.915,11.365,22.133750000000003,17.3425
145,2023-01-27,18.776666666666667,8.33,7.904999999999999,3.6109999999999993
146,2023-01-29,14.783333333333333,10.573333333333332,22.0975,14.125
147,2023-02-01,7.083333333333333,2.8733333333333335,17.5375,4.7875
148,2023-02-03,5.6625,2.6625,15.538,4.772
149,2023-02-05,14.715,8.275,9.232222222222221,3.2100000000000004
150,2023-02-07,9.325,7.925000000000001,19.028333333333336,12.868333333333332
151,2023-02-09,10.075,7.8,18.072499999999998,10.27
152,2023-02-11,10.65,8.274999999999999,21.887999999999998,11.378
153,2023-02-13,15.403333333333334,10.340000000000002,12.59,9.27375
154,2023-02-15,27.23333333333333,19.433333333333334,31.363750000000003,22.187499999999996
155,2023-02-17,4.883333333333334,4.45,15.95,9.091249999999999
156,2023-02-19,4.25,1.45,5.133,2.33
157,2023-02-21,7.8933333333333335,3.9133333333333327,43.175,29.765
158,2023-02-23,13.913333333333332,9.5,38.126,22.636000000000003
159,2023-02-25,2.6399999999999997,0.7150000000000001,2.83375,1.505
160,2023-02-27,1.3499999999999999,1.1233333333333333,3.88875,1.91
161,2023-03-01,8.450000000000001,6.365,19.224999999999998,12.326000000000002
162,2023-03-03,31.195,18.0925,28.56125,15.687499999999998
163,2023-03-05,7.999999999999999,4.216666666666667,6.4037500000000005,3.40125
164,2023-03-07,12.762,7.708000000000001,9.338333333333333,4.123333333333334
165,2023-03-09,7.224000000000001,3.7019999999999995,24.805000000000003,8.77
166,2023-03-11,1.4500000000000002,0.6,7.9975000000000005,3.8375000000000004
167,2023-03-13,5.295,2.475,5.157500000000001,2.4625
168,2023-03-15,4.3925,1.7375,173.6025,18.53125
169,2023-03-17,4.925,2.8675,6.3725000000000005,3.04875
170,2023-03-19,7.55,4.49,3.815,2.275
171,2023-03-21,6.574,5.1259999999999994,19.214999999999996,12.878
172,2023-03-25,2.2649999999999997,0.905,7.431666666666666,1.9833333333333334
173,2023-03-27,4.88,2.1075,4.61625,1.36625
174,2023-03-29,2.2875,1.3375000000000001,7.286249999999999,3.9525
175,2023-04-01,2.1174999999999997,1.1075,4.28625,2.2925
176,2023-04-03,4.29,2.1399999999999997,5.7700000000000005,1.7600000000000002
177,2023-04-05,6.1,3.475,12.078333333333333,6.833333333333333
178,2023-04-07,10.067499999999999,6.2175,7.851666666666667,6.09
179,2023-04-09,13.683333333333332,10.873333333333333,15.826666666666666,10.038333333333334
180,2023-04-11,3.832,1.34,7.38125,2.4437499999999996
181,2023-04-13,2.5500000000000003,1.1166666666666665,7.503333333333333,2.1083333333333334
182,2023-04-15,4.436,2.928,13.385833333333334,9.190000000000001
183,2023-04-17,7.85,7.2250000000000005,11.928333333333335,9.278333333333332
184,2023-04-19,8.558000000000002,6.2459999999999996,9.506666666666666,4.623333333333333
185,2023-04-21,6.495,3.7925,13.15,7.076666666666666
186,2023-04-23,2.36,1.343333333333333,9.159999999999998,5.78
187,2023-04-25,3.233333333333333,2.233333333333333,7.321,2.1339999999999995
188,2023-04-27,6.037999999999999,3.13,7.210666666666667,3.445333333333333
189,2023-04-29,7.1,5.176,22.738,15.782999999999998
190,2023-05-01,4.494000000000001,2.9699999999999998,7.5675,3.39
191,2023-05-03,5.34,3.2999999999999994,8.26,4.088
192,2023-05-05,2.7433333333333336,1.76,9.805833333333332,4.6433333333333335
193,2023-05-07,3.05,2.2325,4.78125,2.56
194,2023-05-09,4.154,3.3299999999999996,7.506,3.6913333333333336
195,2023-05-11,2.09,1.375,7.8,5.070666666666666
196,2023-05-13,5.4625,3.2775,6.6066666666666665,3.703333333333333
197,2023-05-15,3.6625,1.8625,9.646,6.5120000000000005
198,2023-05-17,4.473333333333334,2.35,8.025833333333333,2.5375000000000005
199,2023-05-19,7.423333333333332,1.656666666666667,9.754444444444443,3.424444444444445
200,2023-05-21,11.03,9.53,14.594999999999999,11.3275
201,2023-05-23,9.775,8.375,14.070666666666668,8.884666666666666
202,2023-05-25,5.7250000000000005,2.675,10.620000000000001,7.0325
203,2023-05-27,6.625,4.295,10.081111111111111,3.9488888888888884
204,2023-05-29,1.65,1.05,9.706666666666667,3.9
205,2023-06-01,4.976666666666667,3.6166666666666667,16.08888888888889,9.338888888888889
206,2023-06-03,6.6625,3.7924999999999995,5.255,2.5333333333333337
207,2023-06-05,4.3999999999999995,3.4,5.5233333333333325,2.9716666666666667
208,2023-06-07,3.7449999999999997,3.095,10.525333333333332,6.813333333333333
209,2023-06-09,4.574,3.6759999999999997,6.016666666666667,3.6591666666666667
210,2023-06-11,5.63,3.9074999999999998,8.317499999999999,4.405
211,2023-06-13,4.514,2.594,14.02111111111111,4.203333333333333
212,2023-06-15,5.362499999999999,3.455,3.953333333333333,2.9977777777777774
213,2023-06-17,7.093333333333334,4.743333333333333,8.834166666666667,6.26
214,2023-06-19,6.6575,5.4799999999999995,6.78125,5.097499999999999
215,2023-06-21,7.0625,4.5075,8.720833333333333,6.1625
216,2023-06-23,4.659999999999999,2.983333333333334,9.173333333333334,6.285833333333334
217,2023-06-25,2.05,1.875,8.552222222222223,5.223333333333333
218,2023-06-27,3.2425,1.54,7.011666666666667,2.5875
219,2023-06-29,5.188000000000001,2.822,10.822666666666667,7.235333333333332
220,2023-07-01,3.91,1.8,6.445,3.5450000000000004
221,2023-07-03,7.483333333333334,3.5399999999999996,9.445,4.22
222,2023-07-05,6.104,3.7019999999999995,6.570833333333333,4.125
223,2023-07-07,4.17,2.776,3.0549999999999997,2.29
224,2023-07-09,3.7100000000000004,2.21,4.72,3.2099999999999995
225,2023-07-11,6.4375,3.7575,6.358888888888888,2.928888888888889
226,2023-07-13,4.276666666666666,1.8666666666666665,6.132000000000001,2.206
227,2023-07-15,2.483333333333333,1.5733333333333333,5.97,3.078333333333333
228,2023-07-17,6.275,2.8625000000000003,10.702222222222224,3.4322222222222223
229,2023-07-19,4.366,2.498,11.103333333333333,3.6979999999999995
230,2023-07-21,1.525,0.95,3.771111111111111,2.85
231,2023-07-23,5.455,2.6075,6.675,4.775
232,2023-07-25,1.825,0.975,3.3512500000000003,1.83
233,2023-07-27,2.605,2.13,6.173333333333333,3.8406666666666665
234,2023-07-29,1.8566666666666667,1.4733333333333334,6.109999999999999,3.8333333333333335
235,2023-08-01,1.4875,0.9124999999999999,5.285,2.575
236,2023-08-03,2.575,0.725,3.5269999999999997,1.456
237,2023-08-05,2.1500000000000004,1.335,4.145555555555556,2.0433333333333334
238,2023-08-07,2.4949999999999997,1.375,6.129333333333333,2.567333333333333
239,2023-08-09,2.3575,1.4625,9.912,3.4633333333333334
240,2023-08-11,3.205,2.3425000000000002,3.65,2.781111111111111
241,2023-08-13,3.9,2.545,10.204166666666666,2.5591666666666666
242,2023-08-15,4.055,2.0825,8.846666666666666,6.046666666666667
243,2023-08-17,4.66,2.7600000000000002,8.755333333333333,6.111333333333333
244,2023-08-19,5.6899999999999995,4.44,9.184166666666666,7.25
245,2023-08-21,5.17,4.1875,7.2219999999999995,4.107333333333334
246,2023-08-23,4.7325,3.0375,5.551333333333333,3.028666666666667
247,2023-08-25,5.726666666666667,4.0233333333333325,13.403,10.293
248,2023-08-27,2.4,1.2,5.71,2.245
249,2023-08-29,5.8,4.325,8.018333333333333,5.391666666666667
250,2023-09-01,2.1,0.8925000000000001,5.015333333333334,2.5666666666666664
251,2023-09-03,3.1366666666666667,2.1933333333333334,6.416666666666667,2.973333333333333
252,2023-09-05,2.215,1.1,5.628333333333333,2.154166666666667
253,2023-09-07,4.14,3.2866666666666666,6.6450000000000005,4.255
254,2023-09-09,6.0825000000000005,4.805,10.185333333333334,5.971333333333333
255,2023-09-11,6.3925,4.407500000000001,11.24,6.65
256,2023-09-13,3.033333333333333,2.36,9.623333333333333,6.012666666666666
257,2023-09-15,3.606666666666667,2.78,5.7490000000000006,3.2349999999999994
258,2023-09-17,2.89,2.066666666666667,5.260833333333333,3.653333333333333
259,2023-09-19,1.7833333333333334,1.0833333333333333,13.505,3.08
260,2023-09-21,2.7475,1.4575,5.021,2.186
261,2023-09-23,8.575000000000001,8.075,2.88,1.59
262,2023-09-25,1.9249999999999998,1.175,2.4091666666666667,1.7033333333333331
263,2023-09-27,3.39,2.85,7.826666666666666,4.532666666666667
264,2023-09-29,4.525,3.38,10.9175,5.922499999999999
265,2023-10-01,5.825,2.9399999999999995,10.28,5.638333333333333
266,2023-10-03,9.125,5.59,10.946666666666667,5.714
267,2023-10-05,5.392499999999999,2.2125000000000004,5.311666666666667,2.1983333333333333
268,2023-10-07,2.29,0.975,11.725,5.2589999999999995
269,2023-10-09,8.6325,2.6075,8.06,4.73625
270,2023-10-11,8.945,3.2150000000000003,15.475,7.880000000000001
271,2023-10-13,3.0,2.1399999999999997,14.74,6.325
272,2023-10-15,2.575,1.105,5.8975,2.2525
273,2023-10-17,4.31,3.01,4.738333333333333,3.1975000000000007
274,2023-10-19,8.317499999999999,6.6875,15.629166666666666,9.022499999999999
275,2023-10-21,4.645,3.73,2.385,1.045
276,2023-10-23,5.539999999999999,3.235,5.698,2.9360000000000004
277,2023-10-25,2.6333333333333333,2.36,10.768,6.602000000000001
278,2023-10-27,3.5875000000000004,2.4625,4.71,2.495
279,2023-10-29,2.4875,1.25,5.635555555555555,1.7977777777777775
280,2023-11-01,2.7,1.51,4.745,1.7491666666666665
281,2023-11-03,1.785,0.885,7.152666666666667,2.1726666666666667
282,2023-11-05,1.3499999999999999,0.7066666666666667,4.43,1.954166666666667
283,2023-11-07,0.6,0.6,5.2325,1.5375
284,2023-11-09,2.25,1.5499999999999998,2.873333333333333,1.5644444444444445
285,2023-11-11,2.9250000000000003,1.3824999999999998,6.478,3.126
286,2023-11-13,4.05,1.8325,7.6899999999999995,4.298
287,2023-11-15,3.8850000000000002,1.4425,4.621333333333333,2.067333333333333
288,2023-11-17,5.576666666666667,3.776666666666667,14.399166666666666,9.326666666666668
289,2023-11-19,2.5599999999999996,1.45,19.938333333333333,5.633333333333334
290,2023-11-21,6.3075,4.965,12.304000000000002,6.720666666666666
291,2023-11-23,4.075,2.5999999999999996,12.295333333333335,5.538
292,2023-11-25,5.375,1.9600000000000002,6.151999999999999,2.1133333333333333
293,2023-11-27,6.137499999999999,3.6999999999999997,6.11,3.1879999999999997
294,2023-11-29,5.074999999999999,3.9175000000000004,15.30125,9.195
295,2023-12-01,8.993333333333332,6.050000000000001,12.131666666666666,7.6433333333333335
296,2023-12-03,11.592500000000001,8.649999999999999,16.00733333333333,10.317333333333334
297,2023-12-05,8.719999999999999,7.2625,19.483333333333334,10.34
298,2023-12-07,19.585,16.7,63.71583333333333,29.376666666666665
299,2023-12-09,10.97,9.326666666666666,17.613333333333333,8.656
300,2023-12-11,3.9433333333333334,1.4333333333333333,9.260833333333334,3.8808333333333334
301,2023-12-13,4.6066666666666665,3.4499999999999993,14.081999999999999,7.147999999999999
302,2023-12-15,12.4875,8.955,25.32,11.5825
303,2023-12-17,8.8375,5.3275,8.633333333333333,5.680833333333333
304,2023-12-19,2.433333333333333,1.6500000000000001,3.9216666666666664,2.14
305,2023-12-21,1.1949999999999998,0.575,6.41375,1.9974999999999998
306,2023-12-23,2.2575000000000003,1.0,6.386666666666667,2.233333333333333
307,2023-12-25,2.705,1.2925,10.266666666666666,2.608666666666667
308,2023-12-27,4.7425,2.5,6.687,2.3129999999999997
309,2023-12-29,3.245,1.7874999999999999,4.351333333333334,1.6060000000000003
310,2024-01-01,5.366666666666667,2.033333333333333,6.09,2.2166666666666663
311,2024-01-03,3.6374999999999997,1.1949999999999998,4.82,1.41
312,2024-01-05,6.880000000000001,3.75,5.344666666666666,2.7553333333333336
313,2024-01-07,4.765000000000001,3.9850000000000003,11.367500000000001,7.280833333333333
314,2024-01-09,40.658,17.786,15.181999999999999,7.671333333333334
315,2024-01-11,42.779999999999994,20.994,37.63466666666667,19.107999999999997
316,2024-01-13,18.94333333333333,8.76,13.491666666666667,7.5791666666666675
317,2024-01-15,9.483999999999998,5.008,7.7780000000000005,3.364666666666667
318,2024-01-17,12.715999999999998,7.959999999999999,13.214666666666664,7.242
319,2024-01-19,11.38,5.956666666666667,16.92125,9.33
320,2024-01-21,13.91,6.875,5.8975,3.5912499999999996
321,2024-01-23,10.105999999999998,2.7,20.315999999999995,5.184
322,2024-01-25,10.709999999999999,2.5599999999999996,20.787,5.907
323,2024-01-27,5.5566666666666675,2.3266666666666667,15.555555555555555,4.4944444444444445
324,2024-01-29,7.226000000000001,4.890000000000001,7.016000000000001,3.69
325,2024-02-01,5.795,3.22,16.198333333333334,3.8466666666666662
326,2024-02-03,4.865,1.61,7.592666666666666,3.240666666666667
327,2024-02-05,6.544999999999999,1.4250000000000003,13.584999999999999,3.7433333333333336
328,2024-02-07,15.826666666666668,6.263333333333333,11.2325,4.742500000000001
329,2024-02-09,3.5100000000000002,1.7433333333333334,9.582500000000001,4.9016666666666655
330,2024-02-11,10.4675,8.1175,26.085,13.763
331,2024-02-13,2.3775,1.4674999999999998,12.54416666666667,6.119166666666667
332,2024-02-15,3.525,3.1500000000000004,13.426000000000002,8.581999999999999
333,2024-02-17,4.43,2.5300000000000002,15.092222222222224,8.666666666666666
334,2024-02-19,1.65,1.2249999999999999,7.647777777777779,3.6622222222222227
335,2024-02-21,5.164999999999999,3.71,10.405555555555555,4.027777777777778
336,2024-02-23,2.08,0.87,4.009166666666666,1.16
337,2024-02-25,1.4774999999999998,1.0825,3.733333333333334,1.5750000000000002
338,2024-02-27,13.05,9.165000000000001,22.866666666666667,14.633333333333335
339,2024-02-29,23.683333333333334,15.583333333333334,17.265,10.059999999999999
340,2024-03-01,26.565,24.050000000000004,25.76125,13.774999999999999
341,2024-03-03,17.95,14.110000000000001,22.139333333333333,14.73
342,2024-03-05,4.616666666666666,3.723333333333333,15.002500000000001,9.20875
343,2024-03-07,20.2,14.963333333333333,18.96666666666667,12.129166666666668
344,2024-03-09,10.09,9.225,26.161111111111108,16.38222222222222
345,2024-03-11,6.35,5.875,13.000000000000002,7.92875
346,2024-03-13,6.25,5.75,14.847999999999999,9.542
347,2024-03-15,5.375,4.475,62.035333333333334,39.35266666666666
348,2024-04-09,1.7800000000000002,0.9,14.326666666666666,4.370833333333333
349,2024-04-11,3.5,1.2200000000000002,5.896666666666666,2.9866666666666664
350,2024-04-13,1.15,0.8,7.083333333333333,2.066666666666667
351,2024-04-15,6.4125,2.245,8.47,3.5866666666666673
352,2024-04-17,3.4266666666666663,2.2666666666666666,3.6,1.1
353,2024-04-19,4.483333333333333,2.783333333333333,8.916666666666666,3.5933333333333333
354,2024-04-21,1.375,1.1500000000000001,2.3233333333333333,1.8099999999999998
355,2024-04-23,6.545,4.1075,7.44,5.110000000000001
356,2024-04-25,1.1833333333333333,1.1,7.095,3.3
357,2024-04-27,1.8666666666666665,0.5833333333333334,5.383333333333334,2.703333333333333
358,2024-04-29,3.3100000000000005,1.5599999999999998,4.7075000000000005,1.7275
359,2024-05-01,9.983333333333333,2.4099999999999997,8.705,5.9399999999999995
360,2024-05-03,1.375,0.9750000000000001,3.285,1.15
361,2024-05-05,1.3925,0.625,2.765,1.2850000000000001
362,2024-05-07,2.0375,1.1075000000000002,8.897499999999999,7.0
363,2024-05-09,3.8975,2.9425,9.2875,5.4350000000000005
364,2024-05-11,2.6775,2.2125,7.022000000000001,4.458
365,2024-05-13,2.3775,1.2625,4.446666666666666,2.4966666666666666
366,2024-05-15,5.3066666666666675,3.5333333333333337,7.136,2.758
367,2024-05-17,2.15,1.1625,3.75,1.635
368,2024-05-19,2.1775,1.5699999999999998,8.047500000000001,5.3425
369,2024-05-21,2.9000000000000004,1.715,7.26,3.1
370,2024-05-23,3.14,1.9,6.31,2.8
371,2024-05-25,2.813333333333334,1.47,11.492500000000001,8.377500000000001
372,2024-05-27,2.96,1.9625,5.54,3.254
373,2024-05-29,3.3774999999999995,1.5875000000000001,4.866666666666666,2.09
